Score,Class,TP,TP+FP,Precision-score,Average,
0.644,1,1,1,1,0.55516,0.7
0.633,1,2,2,1,0.55226,0.68
0.628,1,3,3,1,0.54956,0.68
0.624,0,3,4,0.75,0.54684,0.66
0.624,1,4,5,0.8,0.5442,0.68
0.617,1,5,6,0.8333333333,0.54154,0.68
0.617,1,6,7,0.8571428571,0.53902,0.66
0.608,0,6,8,0.75,0.53648,0.66
0.607,1,7,9,0.7777777778,0.53412,0.66
0.605,1,8,10,0.8,0.53176,0.66
0.596,1,9,11,0.8181818182,0.5294,0.66
0.595,1,10,12,0.8333333333,0.5272,0.66
0.594,1,11,13,0.8461538462,0.52502,0.66
0.593,0,11,14,0.7857142857,0.52284,0.66
0.587,0,11,15,0.7333333333,0.52064,0.68
0.584,1,12,16,0.75,0.51856,0.7
0.577,1,13,17,0.7647058824,0.51652,0.7
0.575,0,13,18,0.7222222222,0.5146,0.7
0.57,1,14,19,0.7368421053,0.5127,0.7
0.561,0,14,20,0.7,0.51084,0.7
0.56,1,15,21,0.7142857143,0.50912,0.7
0.548,1,16,22,0.7272727273,0.50738,0.7
0.547,0,16,23,0.6956521739,0.50588,0.7
0.546,1,17,24,0.7083333333,0.5043,0.7
0.545,1,18,25,0.72,0.5027,0.7
0.543,1,19,26,0.7307692308,0.5011,0.68
0.54,1,20,27,0.7407407407,0.49946,0.66
0.539,1,21,28,0.75,0.49786,0.64
0.536,0,21,29,0.724137931,0.49628,0.62
0.536,1,22,30,0.7333333333,0.4947,0.62
0.536,1,23,31,0.7419354839,0.49312,0.62
0.536,1,24,32,0.75,0.49154,0.6
0.534,0,24,33,0.7272727273,0.48994,0.6
0.529,0,24,34,0.7058823529,0.48834,0.62
0.525,0,24,35,0.6857142857,0.4868,0.62
0.524,0,24,36,0.6666666667,0.48532,0.62
0.524,1,25,37,0.6756756757,0.4838,0.62
0.522,1,26,38,0.6842105263,0.48228,0.6
0.515,1,27,39,0.6923076923,0.48078,0.58
0.508,0,27,40,0.675,0.47942,0.56
0.506,1,28,41,0.6829268293,0.47818,0.58
0.505,1,29,42,0.6904761905,0.47694,0.56
0.505,1,30,43,0.6976744186,0.47572,0.56
0.504,1,31,44,0.7045454545,0.4745,0.56
0.504,0,31,45,0.6888888889,0.47328,0.56
0.503,0,31,46,0.6739130435,0.47206,0.58
0.501,1,32,47,0.6808510638,0.47084,0.58
0.5,1,33,48,0.6875,0.46966,0.58
0.499,1,34,49,0.693877551,0.46848,0.56
0.499,1,35,50,0.7,0.46732,0.54
0.499,0,35,51,0.6862745098,0.46616,0.52
0.498,1,36,52,0.6923076923,0.46498,0.54
0.492,0,36,53,0.679245283,0.46382,0.54
0.492,1,37,54,0.6851851852,0.46278,0.54
0.491,1,38,55,0.6909090909,0.46174,0.54
0.491,0,38,56,0.6785714286,0.46068,0.54
0.49,1,39,57,0.6842105263,0.45962,0.54
0.49,0,39,58,0.6724137931,0.45856,0.54
0.489,1,40,59,0.6779661017,0.45748,0.54
0.487,1,41,60,0.6833333333,0.45638,0.52
0.486,1,42,61,0.6885245902,0.4553,0.5
0.486,1,43,62,0.6935483871,0.45422,0.48
0.485,1,44,63,0.6984126984,0.45312,0.48
0.483,1,45,64,0.703125,0.45202,0.46
0.483,1,46,65,0.7076923077,0.4509,0.46
0.482,1,47,66,0.7121212121,0.44976,0.44
0.481,1,48,67,0.7164179104,0.44862,0.44
0.48,0,48,68,0.7058823529,0.44748,0.44
0.477,1,49,69,0.7101449275,0.44636,0.44
0.475,0,49,70,0.7,0.44528,0.42
0.473,1,50,71,0.7042253521,0.44422,0.44
0.473,1,51,72,0.7083333333,0.4432,0.42
0.468,0,51,73,0.698630137,0.44218,0.42
0.466,1,52,74,0.7027027027,0.44124,0.44
0.465,0,52,75,0.6933333333,0.44032,0.42
0.461,0,52,76,0.6842105263,0.4394,0.44
0.46,0,52,77,0.6753246753,0.43856,0.44
0.46,0,52,78,0.6666666667,0.43772,0.44
0.457,0,52,79,0.6582278481,0.43682,0.44
0.457,1,53,80,0.6625,0.43596,0.46
0.457,0,53,81,0.6543209877,0.4351,0.46
0.456,1,54,82,0.6585365854,0.43418,0.46
0.454,1,55,83,0.6626506024,0.43328,0.44
0.452,0,55,84,0.6547619048,0.4324,0.42
0.451,0,55,85,0.6470588235,0.43156,0.42
0.448,0,55,86,0.6395348837,0.4307,0.42
0.448,0,55,87,0.632183908,0.42988,0.42
0.447,0,55,88,0.625,0.42896,0.42
0.447,0,55,89,0.6179775281,0.42804,0.44
0.446,1,56,90,0.6222222222,0.42708,0.46
0.444,0,56,91,0.6153846154,0.4261,0.44
0.444,1,57,92,0.6195652174,0.42514,0.46
0.444,1,58,93,0.623655914,0.42416,0.46
0.443,1,59,94,0.6276595745,0.42316,0.44
0.443,1,60,95,0.6315789474,0.42216,0.44
0.442,0,60,96,0.625,0.42116,0.42
0.442,1,61,97,0.6288659794,0.42018,0.42
0.441,0,61,98,0.6224489796,0.41918,0.42
0.441,0,61,99,0.6161616162,0.41816,0.42
0.441,0,61,100,0.61,0.41714,0.42
0.44,1,62,101,0.6138613861,0.4161,0.42
0.44,1,63,102,0.6176470588,0.41508,0.4
0.44,0,63,103,0.6116504854,0.41404,0.38
0.44,1,64,104,0.6153846154,0.413,0.4
0.438,1,65,105,0.619047619,0.41196,0.4
0.438,0,65,106,0.6132075472,0.41096,0.38
0.437,1,66,107,0.6168224299,0.40994,0.38
0.436,0,66,108,0.6111111111,0.4089,0.36
0.434,0,66,109,0.6055045872,0.40786,0.38
0.433,0,66,110,0.6,0.40686,0.4
0.432,0,66,111,0.5945945946,0.40582,0.4
0.431,1,67,112,0.5982142857,0.4048,0.4
0.43,0,67,113,0.592920354,0.40378,0.4
0.427,1,68,114,0.5964912281,0.40276,0.4
0.426,0,68,115,0.5913043478,0.40178,0.38
0.425,1,69,116,0.5948275862,0.40082,0.38
0.424,1,70,117,0.5982905983,0.39984,0.36
0.424,0,70,118,0.593220339,0.39888,0.36
0.423,0,70,119,0.5882352941,0.3979,0.38
0.422,1,71,120,0.5916666667,0.39694,0.4
0.422,0,71,121,0.5867768595,0.39598,0.38
0.422,1,72,122,0.5901639344,0.395,0.38
0.421,1,73,123,0.593495935,0.39402,0.38
0.42,0,73,124,0.5887096774,0.39302,0.38
0.419,1,74,125,0.592,0.39204,0.38
0.419,0,74,126,0.5873015873,0.39108,0.36
0.418,0,74,127,0.5826771654,0.3901,0.36
0.415,0,74,128,0.578125,0.3891,0.36
0.414,1,75,129,0.5813953488,0.38816,0.38
0.414,1,76,130,0.5846153846,0.38724,0.38
0.411,0,76,131,0.5801526718,0.38632,0.38
0.411,0,76,132,0.5757575758,0.38544,0.4
0.41,0,76,133,0.5714285714,0.3845,0.4
0.41,0,76,134,0.5671641791,0.38358,0.42
0.408,0,76,135,0.562962963,0.38266,0.44
0.407,0,76,136,0.5588235294,0.38178,0.44
0.402,0,76,137,0.5547445255,0.3809,0.44
0.401,1,77,138,0.5579710145,0.38012,0.44
0.399,1,78,139,0.5611510791,0.37936,0.42
0.397,0,78,140,0.5571428571,0.3786,0.4
0.396,1,79,141,0.5602836879,0.37786,0.42
0.395,1,80,142,0.5633802817,0.37714,0.4
0.394,0,80,143,0.5594405594,0.37644,0.38
0.393,1,81,144,0.5625,0.37576,0.38
0.393,0,81,145,0.5586206897,0.3751,0.38
0.393,0,81,146,0.5547945205,0.37444,0.38
0.392,1,82,147,0.5578231293,0.37376,0.38
0.39,0,82,148,0.5540540541,0.3731,0.38
0.39,0,82,149,0.5503355705,0.37246,0.38
0.389,0,82,150,0.5466666667,0.3718,0.38
0.389,0,82,151,0.5430463576,0.37114,0.38
0.388,0,82,152,0.5394736842,0.37046,0.4
0.388,1,83,153,0.5424836601,0.3698,0.4
0.388,1,84,154,0.5454545455,0.36912,0.38
0.388,0,84,155,0.5419354839,0.36842,0.36
0.387,0,84,156,0.5384615385,0.36772,0.36
0.385,0,84,157,0.5350318471,0.36702,0.36
0.384,1,85,158,0.5379746835,0.36636,0.36
0.384,1,86,159,0.5408805031,0.3657,0.36
0.381,0,86,160,0.5375,0.36504,0.34
0.381,0,86,161,0.5341614907,0.36442,0.34
0.38,1,87,162,0.537037037,0.3638,0.34
0.379,0,87,163,0.5337423313,0.36318,0.34
0.378,0,87,164,0.5304878049,0.36258,0.34
0.378,0,87,165,0.5272727273,0.362,0.34
0.376,0,87,166,0.5240963855,0.3614,0.34
0.376,1,88,167,0.5269461078,0.36082,0.34
0.375,1,89,168,0.5297619048,0.36022,0.32
0.375,1,90,169,0.5325443787,0.35964,0.3
0.374,0,90,170,0.5294117647,0.35906,0.3
0.373,0,90,171,0.5263157895,0.35848,0.3
0.373,1,91,172,0.5290697674,0.35792,0.3
0.371,1,92,173,0.5317919075,0.35736,0.28
0.371,0,92,174,0.5287356322,0.3568,0.28
0.371,0,92,175,0.5257142857,0.35622,0.3
0.37,0,92,176,0.5227272727,0.35564,0.3
0.368,0,92,177,0.5197740113,0.35506,0.32
0.368,1,93,178,0.5224719101,0.35452,0.32
0.368,1,94,179,0.5251396648,0.35394,0.3
0.368,1,95,180,0.5277777778,0.35336,0.28
0.367,1,96,181,0.5303867403,0.35276,0.26
0.364,0,96,182,0.5274725275,0.35218,0.24
0.364,1,97,183,0.5300546448,0.35164,0.26
0.364,1,98,184,0.5326086957,0.35108,0.26
0.364,0,98,185,0.5297297297,0.35052,0.26
0.363,0,98,186,0.5268817204,0.34994,0.26
0.363,0,98,187,0.5240641711,0.34938,0.26
0.363,0,98,188,0.5212765957,0.34882,0.26
0.361,0,98,189,0.5185185185,0.34826,0.26
0.36,1,99,190,0.5210526316,0.3477,0.26
0.36,0,99,191,0.5183246073,0.34714,0.24
0.36,0,99,192,0.515625,0.34658,0.24
0.36,0,99,193,0.5129533679,0.346,0.24
0.36,1,100,194,0.5154639175,0.34542,0.24
0.36,0,100,195,0.5128205128,0.34482,0.22
0.359,0,100,196,0.5102040816,0.3442,0.22
0.359,1,101,197,0.5126903553,0.3436,0.22
0.358,0,101,198,0.5101010101,0.343,0.2
0.357,0,101,199,0.5075376884,0.34242,0.2
0.356,0,101,200,0.505,0.34184,0.2
0.355,1,102,201,0.5074626866,0.34128,0.2
0.355,0,102,202,0.504950495,0.34074,0.18
0.354,0,102,203,0.5024630542,0.3402,0.18
0.353,0,102,204,0.5,0.33966,0.18
0.353,0,102,205,0.4975609756,0.33914,0.18
0.352,0,102,206,0.4951456311,0.33862,0.18
0.352,0,102,207,0.4927536232,0.33812,0.18
0.351,1,103,208,0.4951923077,0.3376,0.2
0.351,0,103,209,0.4928229665,0.3371,0.18
0.35,0,103,210,0.4904761905,0.33658,0.18
0.35,0,103,211,0.4881516588,0.33608,0.18
0.349,1,104,212,0.4905660377,0.33558,0.18
0.349,0,104,213,0.4882629108,0.33506,0.16
0.349,0,104,214,0.4859813084,0.33454,0.16
0.348,0,104,215,0.4837209302,0.334,0.18
0.347,0,104,216,0.4814814815,0.33346,0.18
0.346,0,104,217,0.4792626728,0.33292,0.18
0.346,0,104,218,0.4770642202,0.3324,0.2
0.346,1,105,219,0.4794520548,0.33188,0.2
0.345,0,105,220,0.4772727273,0.33136,0.18
0.345,0,105,221,0.4751131222,0.33084,0.18
0.345,0,105,222,0.472972973,0.33032,0.18
0.343,1,106,223,0.4753363229,0.32978,0.18
0.342,1,107,224,0.4776785714,0.32926,0.18
0.342,0,107,225,0.4755555556,0.32876,0.16
0.341,1,108,226,0.4778761062,0.32822,0.16
0.341,0,108,227,0.4757709251,0.3277,0.14
0.339,0,108,228,0.4736842105,0.32718,0.14
0.339,0,108,229,0.4716157205,0.32666,0.14
